localfile	test	errors
00000999.tmp	Test4	3
00001000.tmp	Test0	0
00001000.tmp	Test1	5
00001000.tmp	Test2	2
00001000.tmp	Test3	7
00001000.tmp	Test4	4
00001001.tmp	Test0	0
00001001.tmp	Test1	10
00001001.tmp	Test2	2
00001001.tmp	Test3	12
00001001.tmp	Test4	4
00001002.tmp	Test0	0
00001002.tmp	Test1	9
00001002.tmp	Test2	1
00001002.tmp	Test3	10
00001002.tmp	Test4	2
00001003.tmp	Test0	0
00001003.tmp	Test1	0
00001003.tmp	Test2	0
00001003.tmp	Test3	0
00001003.tmp	Test4	0
00001004.tmp	Test0	0
00001004.tmp	Test1	17
00001004.tmp	Test2	8
00001004.tmp	Test3	25
00001004.tmp	Test4	16
00001005.tmp	Test0	0
00001005.tmp	Test1	12
00001005.tmp	Test2	6
00001005.tmp	Test3	0
00001005.tmp	Test4	12
00001006.tmp	Test0	0
00001006.tmp	Test1	14
00001006.tmp	Test2	12
00001006.tmp	Test3	10
00001006.tmp	Test4	8
00001007.tmp	Test0	0
00001007.tmp	Test1	21
00001007.tmp	Test2	20
00001007.tmp	Test3	19
00001007.tmp	Test4	18
00001008.tmp	Test0	0
00001008.tmp	Test1	20
00001008.tmp	Test2	12
00001008.tmp	Test3	4
00001008.tmp	Test4	24
00001009.tmp	Test0	0
00001009.tmp	Test1	23
00001009.tmp	Test2	22
00001009.tmp	Test3	21
00001009.tmp	Test4	20
00001010.tmp	Test0	0
00001010.tmp	Test1	2
00001010.tmp	Test2	4
00001010.tmp	Test3	0
00001010.tmp	Test4	2
00001011.tmp	Test0	0
00001011.tmp	Test1	3
00001011.tmp	Test2	6
00001011.tmp	Test3	9
00001011.tmp	Test4	12
00001012.tmp	Test0	0
00001012.tmp	Test1	0
00001012.tmp	Test2	0
00001012.tmp	Test3	0
00001012.tmp	Test4	0
00001013.tmp	Test0	0
00001013.tmp	Test1	15
00001013.tmp	Test2	8
00001013.tmp	Test3	1
00001013.tmp	Test4	16
00001014.tmp	Test0	0
00001014.tmp	Test1	5
00001014.tmp	Test2	10
00001014.tmp	Test3	15
00001014.tmp	Test4	0
00001015.tmp	Test0	0
00001015.tmp	Test1	12
00001015.tmp	Test2	5
00001015.tmp	Test3	17
00001015.tmp	Test4	10
00001016.tmp	Test0	0
00001016.tmp	Test1	4
00001016.tmp	Test2	8
00001016.tmp	Test3	12
00001016.tmp	Test4	16
00001017.tmp	Test0	0
00001017.tmp	Test1	8
00001017.tmp	Test2	6
00001017.tmp	Test3	4
00001017.tmp	Test4	2
00001018.tmp	Test0	0
00001018.tmp	Test1	14
00001018.tmp	Test2	12
00001018.tmp	Test3	10
00001018.tmp	Test4	8
00001019.tmp	Test0	0
00001019.tmp	Test1	10
00001019.tmp	Test2	20
00001019.tmp	Test3	6
00001019.tmp	Test4	16
00001020.tmp	Test0	0
00001020.tmp	Test1	17
00001020.tmp	Test2	15
00001020.tmp	Test3	13
00001020.tmp	Test4	11
00001021.tmp	Test0	0
00001021.tmp	Test1	9
00001021.tmp	Test2	2
00001021.tmp	Test3	11
00001021.tmp	Test4	4
00001022.tmp	Test0	0
00001022.tmp	Test1	9
00001022.tmp	Test2	5
00001022.tmp	Test3	1
00001022.tmp	Test4	10
00001023.tmp	Test0	0
00001023.tmp	Test1	21
00001023.tmp	Test2	16
00001023.tmp	Test3	11
00001023.tmp	Test4	6
00001024.tmp	Test0	0
00001024.tmp	Test1	6
00001024.tmp	Test2	12
00001024.tmp	Test3	18
00001024.tmp	Test4	0
00001025.tmp	Test0	0
00001025.tmp	Test1	25
00001025.tmp	Test2	22
00001025.tmp	Test3	19
00001025.tmp	Test4	16
00001026.tmp	Test0	0
00001026.tmp	Test1	3
00001026.tmp	Test2	6
00001026.tmp	Test3	9
00001026.tmp	Test4	12
00001027.tmp	Test0	0
00001027.tmp	Test1	14
00001027.tmp	Test2	6
00001027.tmp	Test3	20
00001027.tmp	Test4	12
00001028.tmp	Test0	0
00001028.tmp	Test1	16
00001028.tmp	Test2	10
00001028.tmp	Test3	4
00001028.tmp	Test4	20
00001029.tmp	Test0	0
00001029.tmp	Test1	1
00001029.tmp	Test2	2
00001029.tmp	Test3	3
00001029.tmp	Test4	4
00001030.tmp	Test0	0
00001030.tmp	Test1	13
00001030.tmp	Test2	8
00001030.tmp	Test3	3
00001030.tmp	Test4	16
00001031.tmp	Test0	0
00001031.tmp	Test1	2
00001031.tmp	Test2	4
00001031.tmp	Test3	1
00001031.tmp	Test4	3
00001032.tmp	Test0	0
00001032.tmp	Test1	16
00001032.tmp	Test2	15
00001032.tmp	Test3	14
00001032.tmp	Test4	13
00001033.tmp	Test0	0
00001033.tmp	Test1	2
00001033.tmp	Test2	4
00001033.tmp	Test3	6
00001033.tmp	Test4	1
00001034.tmp	Test0	0
00001034.tmp	Test1	1
00001034.tmp	Test2	2
00001034.tmp	Test3	3
00001034.tmp	Test4	4
00001035.tmp	Test0	0
00001035.tmp	Test1	10
00001035.tmp	Test2	6
00001035.tmp	Test3	2
00001035.tmp	Test4	12
00001036.tmp	Test0	0
00001036.tmp	Test1	3
00001036.tmp	Test2	6
00001036.tmp	Test3	9
00001036.tmp	Test4	12
00001037.tmp	Test0	0
00001037.tmp	Test1	2
00001037.tmp	Test2	1
00001037.tmp	Test3	0
00001037.tmp	Test4	2
00001038.tmp	Test0	0
00001038.tmp	Test1	0
00001038.tmp	Test2	0
00001038.tmp	Test3	0
00001038.tmp	Test4	0
00001039.tmp	Test0	0
00001039.tmp	Test1	9
00001039.tmp	Test2	7
00001039.tmp	Test3	5
00001039.tmp	Test4	3
00001040.tmp	Test0	0
00001040.tmp	Test1	0
00001040.tmp	Test2	0
00001040.tmp	Test3	0
00001040.tmp	Test4	0
00001041.tmp	Test0	0
00001041.tmp	Test1	0
00001041.tmp	Test2	0
00001041.tmp	Test3	0
00001041.tmp	Test4	0
00001042.tmp	Test0	0
00001042.tmp	Test1	6
00001042.tmp	Test2	4
00001042.tmp	Test3	2
00001042.tmp	Test4	0
00001043.tmp	Test0	0
00001043.tmp	Test1	6
00001043.tmp	Test2	1
00001043.tmp	Test3	7
00001043.tmp	Test4	2
00001044.tmp	Test0	0
00001044.tmp	Test1	6
00001044.tmp	Test2	3
00001044.tmp	Test3	0
00001044.tmp	Test4	6
00001045.tmp	Test0	0
00001045.tmp	Test1	11
00001045.tmp	Test2	9
00001045.tmp	Test3	7
00001045.tmp	Test4	5
00001046.tmp	Test0	0
00001046.tmp	Test1	22
00001046.tmp	Test2	19
00001046.tmp	Test3	16
00001046.tmp	Test4	13
00001047.tmp	Test0	0
00001047.tmp	Test1	4
00001047.tmp	Test2	8
00001047.tmp	Test3	12
00001047.tmp	Test4	3
00001048.tmp	Test0	0
00001048.tmp	Test1	10
00001048.tmp	Test2	2
00001048.tmp	Test3	12
00001048.tmp	Test4	4
00001049.tmp	Test0	0
00001049.tmp	Test1	3
00001049.tmp	Test2	2
00001049.tmp	Test3	1
00001049.tmp	Test4	0
00001050.tmp	Test0	0
00001050.tmp	Test1	4
00001050.tmp	Test2	1
00001050.tmp	Test3	5
00001050.tmp	Test4	2
00001051.tmp	Test0	0
00001051.tmp	Test1	1
00001051.tmp	Test2	2
00001051.tmp	Test3	3
00001051.tmp	Test4	4
00001052.tmp	Test0	0
00001052.tmp	Test1	0
00001052.tmp	Test2	0
00001052.tmp	Test3	0
00001052.tmp	Test4	0
00001053.tmp	Test0	0
00001053.tmp	Test1	8
00001053.tmp	Test2	4
00001053.tmp	Test3	0
00001053.tmp	Test4	8
00001054.tmp	Test0	0
00001054.tmp	Test1	10
00001054.tmp	Test2	7
00001054.tmp	Test3	4
00001054.tmp	Test4	1
00001055.tmp	Test0	0
00001055.tmp	Test1	7
00001055.tmp	Test2	3
00001055.tmp	Test3	10
00001055.tmp	Test4	6
00001056.tmp	Test0	0
00001056.tmp	Test1	22
00001056.tmp	Test2	21
00001056.tmp	Test3	20
00001056.tmp	Test4	19
00001057.tmp	Test0	0
00001057.tmp	Test1	0
00001057.tmp	Test2	0
00001057.tmp	Test3	0
00001057.tmp	Test4	0
00001058.tmp	Test0	0
00001058.tmp	Test1	21
00001058.tmp	Test2	17
00001058.tmp	Test3	13
00001058.tmp	Test4	9
00001059.tmp	Test0	0
00001059.tmp	Test1	7
00001059.tmp	Test2	4
00001059.tmp	Test3	1
00001059.tmp	Test4	8
00001060.tmp	Test0	0
00001060.tmp	Test1	3
00001060.tmp	Test2	6
00001060.tmp	Test3	9
00001060.tmp	Test4	12
00001061.tmp	Test0	0
00001061.tmp	Test1	14
00001061.tmp	Test2	13
00001061.tmp	Test3	12
00001061.tmp	Test4	11
00001062.tmp	Test0	0
00001062.tmp	Test1	8
00001062.tmp	Test2	0
00001062.tmp	Test3	8
00001062.tmp	Test4	0
00001063.tmp	Test0	0
00001063.tmp	Test1	15
00001063.tmp	Test2	9
00001063.tmp	Test3	3
00001063.tmp	Test4	18
00001064.tmp	Test0	0
00001064.tmp	Test1	11
00001064.tmp	Test2	22
00001064.tmp	Test3	10
00001064.tmp	Test4	21
00001065.tmp	Test0	0
00001065.tmp	Test1	3
00001065.tmp	Test2	6
00001065.tmp	Test3	9
00001065.tmp	Test4	12
00001066.tmp	Test0	0
00001066.tmp	Test1	11
00001066.tmp	Test2	22
00001066.tmp	Test3	5
00001066.tmp	Test4	16
00001067.tmp	Test0	0
00001067.tmp	Test1	22
00001067.tmp	Test2	16
00001067.tmp	Test3	10
00001067.tmp	Test4	4
00001068.tmp	Test0	0
00001068.tmp	Test1	14
00001068.tmp	Test2	8
00001068.tmp	Test3	2
00001068.tmp	Test4	16
00001069.tmp	Test0	0
00001069.tmp	Test1	27
00001069.tmp	Test2	26
00001069.tmp	Test3	25
00001069.tmp	Test4	24
00001070.tmp	Test0	0
00001070.tmp	Test1	14
00001070.tmp	Test2	2
00001070.tmp	Test3	16
00001070.tmp	Test4	4
00001071.tmp	Test0	0
00001071.tmp	Test1	10
00001071.tmp	Test2	20
00001071.tmp	Test3	5
00001071.tmp	Test4	15
00001072.tmp	Test0	0
00001072.tmp	Test1	0
00001072.tmp	Test2	0
00001072.tmp	Test3	0
00001072.tmp	Test4	0
00001073.tmp	Test0	0
00001073.tmp	Test1	17
00001073.tmp	Test2	9
00001073.tmp	Test3	1
00001073.tmp	Test4	18
00001074.tmp	Test0	0
00001074.tmp	Test1	14
00001074.tmp	Test2	13
00001074.tmp	Test3	12
00001074.tmp	Test4	11
00001075.tmp	Test0	0
00001075.tmp	Test1	3
00001075.tmp	Test2	6
00001075.tmp	Test3	2
00001075.tmp	Test4	5
00001076.tmp	Test0	0
00001076.tmp	Test1	1
00001076.tmp	Test2	2
00001076.tmp	Test3	3
00001076.tmp	Test4	4
00001077.tmp	Test0	0
00001077.tmp	Test1	10
00001077.tmp	Test2	9
00001077.tmp	Test3	8
00001077.tmp	Test4	7
00001078.tmp	Test0	0
00001078.tmp	Test1	18
00001078.tmp	Test2	10
00001078.tmp	Test3	2
00001078.tmp	Test4	20
00001079.tmp	Test0	0
00001079.tmp	Test1	0
00001079.tmp	Test2	0
00001079.tmp	Test3	0
00001079.tmp	Test4	0
00001080.tmp	Test0	0
00001080.tmp	Test1	5
00001080.tmp	Test2	10
00001080.tmp	Test3	15
00001080.tmp	Test4	20
00001081.tmp	Test0	0
00001081.tmp	Test1	1
00001081.tmp	Test2	2
00001081.tmp	Test3	3
00001081.tmp	Test4	4
00001082.tmp	Test0	0
00001082.tmp	Test1	10
00001082.tmp	Test2	3
00001082.tmp	Test3	13
00001082.tmp	Test4	6
00001083.tmp	Test0	0
00001083.tmp	Test1	3
00001083.tmp	Test2	6
00001083.tmp	Test3	9
00001083.tmp	Test4	2
00001084.tmp	Test0	0
00001084.tmp	Test1	3
00001084.tmp	Test2	6
00001084.tmp	Test3	2
00001084.tmp	Test4	5
00001085.tmp	Test0	0
00001085.tmp	Test1	13
00001085.tmp	Test2	11
00001085.tmp	Test3	9
00001085.tmp	Test4	7
00001086.tmp	Test0	0
00001086.tmp	Test1	7
00001086.tmp	Test2	14
00001086.tmp	Test3	21
00001086.tmp	Test4	4
00001087.tmp	Test0	0
00001087.tmp	Test1	22
00001087.tmp	Test2	18
00001087.tmp	Test3	14
00001087.tmp	Test4	10
00001088.tmp	Test0	0
00001088.tmp	Test1	7
00001088.tmp	Test2	14
00001088.tmp	Test3	0
00001088.tmp	Test4	7
00001089.tmp	Test0	0
00001089.tmp	Test1	13
00001089.tmp	Test2	0
00001089.tmp	Test3	13
00001089.tmp	Test4	0
00001090.tmp	Test0	0
00001090.tmp	Test1	5
00001090.tmp	Test2	10
00001090.tmp	Test3	15
00001090.tmp	Test4	20
00001091.tmp	Test0	0
00001091.tmp	Test1	4
00001091.tmp	Test2	8
00001091.tmp	Test3	12
00001091.tmp	Test4	16
00001092.tmp	Test0	0
00001092.tmp	Test1	13
00001092.tmp	Test2	6
00001092.tmp	Test3	19
00001092.tmp	Test4	12
00001093.tmp	Test0	0
00001093.tmp	Test1	9
00001093.tmp	Test2	18
00001093.tmp	Test3	4
00001093.tmp	Test4	13
00001094.tmp	Test0	0
00001094.tmp	Test1	15
00001094.tmp	Test2	8
00001094.tmp	Test3	1
00001094.tmp	Test4	16
00001095.tmp	Test0	0
00001095.tmp	Test1	5
00001095.tmp	Test2	10
00001095.tmp	Test3	15
00001095.tmp	Test4	3
00001096.tmp	Test0	0
00001096.tmp	Test1	7
00001096.tmp	Test2	14
00001096.tmp	Test3	21
00001096.tmp	Test4	6
00001097.tmp	Test0	0
00001097.tmp	Test1	11
00001097.tmp	Test2	7
00001097.tmp	Test3	3
00001097.tmp	Test4	14
00001098.tmp	Test0	0
00001098.tmp	Test1	0
00001098.tmp	Test2	0
00001098.tmp	Test3	0
00001098.tmp	Test4	0
00001099.tmp	Test0	0
00001099.tmp	Test1	1
00001099.tmp	Test2	2
00001099.tmp	Test3	3
00001099.tmp	Test4	0
00001100.tmp	Test0	0
00001100.tmp	Test1	3
00001100.tmp	Test2	2
00001100.tmp	Test3	1
00001100.tmp	Test4	0
00001101.tmp	Test0	0
00001101.tmp	Test1	2
00001101.tmp	Test2	1
00001101.tmp	Test3	0
00001101.tmp	Test4	2
00001102.tmp	Test0	0
00001102.tmp	Test1	11
00001102.tmp	Test2	8
00001102.tmp	Test3	5
00001102.tmp	Test4	2
00001103.tmp	Test0	0
00001103.tmp	Test1	4
00001103.tmp	Test2	8
00001103.tmp	Test3	12
00001103.tmp	Test4	16
00001104.tmp	Test0	0
00001104.tmp	Test1	14
00001104.tmp	Test2	13
00001104.tmp	Test3	12
00001104.tmp	Test4	11
00001105.tmp	Test0	0
00001105.tmp	Test1	7
00001105.tmp	Test2	2
00001105.tmp	Test3	9
00001105.tmp	Test4	4
00001106.tmp	Test0	0
00001106.tmp	Test1	13
00001106.tmp	Test2	2
00001106.tmp	Test3	15
00001106.tmp	Test4	4
00001107.tmp	Test0	0
00001107.tmp	Test1	4
00001107.tmp	Test2	8
00001107.tmp	Test3	12
00001107.tmp	Test4	16
00001108.tmp	Test0	0
00001108.tmp	Test1	7
00001108.tmp	Test2	14
00001108.tmp	Test3	3
00001108.tmp	Test4	10
00001109.tmp	Test0	0
00001109.tmp	Test1	13
00001109.tmp	Test2	6
00001109.tmp	Test3	19
00001109.tmp	Test4	12
00001110.tmp	Test0	0
00001110.tmp	Test1	20
00001110.tmp	Test2	12
00001110.tmp	Test3	4
00001110.tmp	Test4	24
00001111.tmp	Test0	0
00001111.tmp	Test1	9
00001111.tmp	Test2	8
00001111.tmp	Test3	7
00001111.tmp	Test4	6
00001112.tmp	Test0	0
00001112.tmp	Test1	7
00001112.tmp	Test2	4
00001112.tmp	Test3	1
00001112.tmp	Test4	8
00001113.tmp	Test0	0
00001113.tmp	Test1	0
00001113.tmp	Test2	0
00001113.tmp	Test3	0
00001113.tmp	Test4	0
00001114.tmp	Test0	0
00001114.tmp	Test1	1
00001114.tmp	Test2	2
00001114.tmp	Test3	3
00001114.tmp	Test4	4
00001115.tmp	Test0	0
00001115.tmp	Test1	1
00001115.tmp	Test2	2
00001115.tmp	Test3	3
00001115.tmp	Test4	4
00001116.tmp	Test0	0
00001116.tmp	Test1	2
00001116.tmp	Test2	0
00001116.tmp	Test3	2
00001116.tmp	Test4	0
00001117.tmp	Test0	0
00001117.tmp	Test1	14
00001117.tmp	Test2	2
00001117.tmp	Test3	16
00001117.tmp	Test4	4
00001118.tmp	Test0	0
00001118.tmp	Test1	5
00001118.tmp	Test2	3
00001118.tmp	Test3	1
00001118.tmp	Test4	6
00001119.tmp	Test0	0
00001119.tmp	Test1	2
00001119.tmp	Test2	4
00001119.tmp	Test3	6
00001119.tmp	Test4	8
00001120.tmp	Test0	0
00001120.tmp	Test1	12
00001120.tmp	Test2	6
00001120.tmp	Test3	0
00001120.tmp	Test4	12
00001121.tmp	Test0	0
00001121.tmp	Test1	23
00001121.tmp	Test2	21
00001121.tmp	Test3	19
00001121.tmp	Test4	17
00001122.tmp	Test0	0
00001122.tmp	Test1	1
00001122.tmp	Test2	2
00001122.tmp	Test3	3
00001122.tmp	Test4	4
00001123.tmp	Test0	0
00001123.tmp	Test1	7
00001123.tmp	Test2	14
00001123.tmp	Test3	21
00001123.tmp	Test4	4
00001124.tmp	Test0	0
00001124.tmp	Test1	1
00001124.tmp	Test2	2
00001124.tmp	Test3	3
00001124.tmp	Test4	4
00001125.tmp	Test0	0
00001125.tmp	Test1	0
00001125.tmp	Test2	0
00001125.tmp	Test3	0
00001125.tmp	Test4	0
00001126.tmp	Test0	0
00001126.tmp	Test1	0
00001126.tmp	Test2	0
00001126.tmp	Test3	0
00001126.tmp	Test4	0
00001127.tmp	Test0	0
00001127.tmp	Test1	7
00001127.tmp	Test2	4
00001127.tmp	Test3	1
00001127.tmp	Test4	8
00001128.tmp	Test0	0
00001128.tmp	Test1	17
00001128.tmp	Test2	11
00001128.tmp	Test3	5
00001128.tmp	Test4	22
00001129.tmp	Test0	0
00001129.tmp	Test1	0
00001129.tmp	Test2	0
00001129.tmp	Test3	0
00001129.tmp	Test4	0
00001130.tmp	Test0	0
00001130.tmp	Test1	3
00001130.tmp	Test2	0
00001130.tmp	Test3	3
00001130.tmp	Test4	0
00001131.tmp	Test0	0
00001131.tmp	Test1	16
00001131.tmp	Test2	10
00001131.tmp	Test3	4
00001131.tmp	Test4	20
00001132.tmp	Test0	0
00001132.tmp	Test1	2
00001132.tmp	Test2	1
00001132.tmp	Test3	0
00001132.tmp	Test4	2
00001133.tmp	Test0	0
00001133.tmp	Test1	6
00001133.tmp	Test2	12
00001133.tmp	Test3	1
00001133.tmp	Test4	7
00001134.tmp	Test0	0
00001134.tmp	Test1	16
00001134.tmp	Test2	6
00001134.tmp	Test3	22
00001134.tmp	Test4	12
00001135.tmp	Test0	0
00001135.tmp	Test1	15
00001135.tmp	Test2	14
00001135.tmp	Test3	13
00001135.tmp	Test4	12
00001136.tmp	Test0	0
00001136.tmp	Test1	22
00001136.tmp	Test2	16
00001136.tmp	Test3	10
00001136.tmp	Test4	4
00001137.tmp	Test0	0
00001137.tmp	Test1	13
00001137.tmp	Test2	11
00001137.tmp	Test3	9
00001137.tmp	Test4	7
00001138.tmp	Test0	0
00001138.tmp	Test1	3
00001138.tmp	Test2	6
00001138.tmp	Test3	9
00001138.tmp	Test4	12
00001139.tmp	Test0	0
00001139.tmp	Test1	5
00001139.tmp	Test2	1
00001139.tmp	Test3	6
00001139.tmp	Test4	2
00001140.tmp	Test0	0
00001140.tmp	Test1	1
00001140.tmp	Test2	2
00001140.tmp	Test3	3
00001140.tmp	Test4	4
00001141.tmp	Test0	0
00001141.tmp	Test1	1
00001141.tmp	Test2	2
00001141.tmp	Test3	3
00001141.tmp	Test4	4
00001142.tmp	Test0	0
00001142.tmp	Test1	4
00001142.tmp	Test2	0
00001142.tmp	Test3	4
00001142.tmp	Test4	0
00001143.tmp	Test0	0
00001143.tmp	Test1	2
00001143.tmp	Test2	4
00001143.tmp	Test3	6
00001143.tmp	Test4	8
00001144.tmp	Test0	0
00001144.tmp	Test1	2
00001144.tmp	Test2	1
00001144.tmp	Test3	0
00001144.tmp	Test4	2
00001145.tmp	Test0	0
00001145.tmp	Test1	2
00001145.tmp	Test2	1
00001145.tmp	Test3	0
00001145.tmp	Test4	2
00001146.tmp	Test0	0
00001146.tmp	Test1	7
00001146.tmp	Test2	14
00001146.tmp	Test3	3
00001146.tmp	Test4	10
00001147.tmp	Test0	0
00001147.tmp	Test1	13
00001147.tmp	Test2	26
00001147.tmp	Test3	12
00001147.tmp	Test4	25
00001148.tmp	Test0	0
00001148.tmp	Test1	3
00001148.tmp	Test2	0
00001148.tmp	Test3	3
00001148.tmp	Test4	0
00001149.tmp	Test0	0
00001149.tmp	Test1	1
00001149.tmp	Test2	2
00001149.tmp	Test3	3
00001149.tmp	Test4	4
00001150.tmp	Test0	0
00001150.tmp	Test1	6
00001150.tmp	Test2	12
00001150.tmp	Test3	18
00001150.tmp	Test4	4
00001151.tmp	Test0	0
00001151.tmp	Test1	8
00001151.tmp	Test2	16
00001151.tmp	Test3	24
00001151.tmp	Test4	4
00001152.tmp	Test0	0
00001152.tmp	Test1	6
00001152.tmp	Test2	12
00001152.tmp	Test3	18
00001152.tmp	Test4	24
00001153.tmp	Test0	0
00001153.tmp	Test1	9
00001153.tmp	Test2	1
00001153.tmp	Test3	10
00001153.tmp	Test4	2
00001154.tmp	Test0	0
00001154.tmp	Test1	2
00001154.tmp	Test2	1
00001154.tmp	Test3	0
00001154.tmp	Test4	2
00001155.tmp	Test0	0
00001155.tmp	Test1	1
00001155.tmp	Test2	0
00001155.tmp	Test3	1
00001155.tmp	Test4	0
00001156.tmp	Test0	0
00001156.tmp	Test1	7
00001156.tmp	Test2	4
00001156.tmp	Test3	1
00001156.tmp	Test4	8
00001157.tmp	Test0	0
00001157.tmp	Test1	0
00001157.tmp	Test2	0
00001157.tmp	Test3	0
00001157.tmp	Test4	0
00001158.tmp	Test0	0
00001158.tmp	Test1	8
00001158.tmp	Test2	6
00001158.tmp	Test3	4
00001158.tmp	Test4	2
00001159.tmp	Test0	0
00001159.tmp	Test1	2
00001159.tmp	Test2	4
00001159.tmp	Test3	6
00001159.tmp	Test4	8
00001160.tmp	Test0	0
00001160.tmp	Test1	3
00001160.tmp	Test2	6
00001160.tmp	Test3	9
00001160.tmp	Test4	2
00001161.tmp	Test0	0
00001161.tmp	Test1	3
00001161.tmp	Test2	6
00001161.tmp	Test3	9
00001161.tmp	Test4	12
00001162.tmp	Test0	0
00001162.tmp	Test1	6
00001162.tmp	Test2	12
00001162.tmp	Test3	4
00001162.tmp	Test4	10
00001163.tmp	Test0	0
00001163.tmp	Test1	6
00001163.tmp	Test2	4
00001163.tmp	Test3	2
00001163.tmp	Test4	0
00001164.tmp	Test0	0
00001164.tmp	Test1	0
00001164.tmp	Test2	0
00001164.tmp	Test3	0
00001164.tmp	Test4	0
00001165.tmp	Test0	0
00001165.tmp	Test1	2
00001165.tmp	Test2	4
00001165.tmp	Test3	0
00001165.tmp	Test4	2
00001166.tmp	Test0	0
00001166.tmp	Test1	0
00001166.tmp	Test2	0
00001166.tmp	Test3	0
00001166.tmp	Test4	0
00001167.tmp	Test0	0
00001167.tmp	Test1	5
00001167.tmp	Test2	10
00001167.tmp	Test3	4
00001167.tmp	Test4	9
00001168.tmp	Test0	0
00001168.tmp	Test1	1
00001168.tmp	Test2	0
00001168.tmp	Test3	1
00001168.tmp	Test4	0
00001169.tmp	Test0	0
00001169.tmp	Test1	2
00001169.tmp	Test2	4
00001169.tmp	Test3	6
00001169.tmp	Test4	8
00001170.tmp	Test0	0
00001170.tmp	Test1	10
00001170.tmp	Test2	0
00001170.tmp	Test3	10
00001170.tmp	Test4	0
00001171.tmp	Test0	0
00001171.tmp	Test1	9
00001171.tmp	Test2	5
00001171.tmp	Test3	1
00001171.tmp	Test4	10
00001172.tmp	Test0	0
00001172.tmp	Test1	1
00001172.tmp	Test2	2
00001172.tmp	Test3	3
00001172.tmp	Test4	4
00001173.tmp	Test0	0
00001173.tmp	Test1	6
00001173.tmp	Test2	12
00001173.tmp	Test3	0
00001173.tmp	Test4	6
00001174.tmp	Test0	0
00001174.tmp	Test1	2
00001174.tmp	Test2	1
00001174.tmp	Test3	0
00001174.tmp	Test4	2
00001175.tmp	Test0	0
00001175.tmp	Test1	12
00001175.tmp	Test2	11
00001175.tmp	Test3	10
00001175.tmp	Test4	9
00001176.tmp	Test0	0
00001176.tmp	Test1	5
00001176.tmp	Test2	4
00001176.tmp	Test3	3
00001176.tmp	Test4	2
00001177.tmp	Test0	0
00001177.tmp	Test1	15
00001177.tmp	Test2	9
00001177.tmp	Test3	3
00001177.tmp	Test4	18
00001178.tmp	Test0	0
00001178.tmp	Test1	15
00001178.tmp	Test2	10
00001178.tmp	Test3	5
00001178.tmp	Test4	0
00001179.tmp	Test0	0
00001179.tmp	Test1	13
00001179.tmp	Test2	9
00001179.tmp	Test3	5
00001179.tmp	Test4	1
00001180.tmp	Test0	0
00001180.tmp	Test1	13
00001180.tmp	Test2	0
00001180.tmp	Test3	13
00001180.tmp	Test4	0
00001181.tmp	Test0	0
00001181.tmp	Test1	2
00001181.tmp	Test2	4
00001181.tmp	Test3	1
00001181.tmp	Test4	3
00001182.tmp	Test0	0
00001182.tmp	Test1	13
00001182.tmp	Test2	10
00001182.tmp	Test3	7
00001182.tmp	Test4	4
00001183.tmp	Test0	0
00001183.tmp	Test1	3
00001183.tmp	Test2	2
00001183.tmp	Test3	1
00001183.tmp	Test4	0
00001184.tmp	Test0	0
00001184.tmp	Test1	3
00001184.tmp	Test2	6
00001184.tmp	Test3	9
00001184.tmp	Test4	12
00001185.tmp	Test0	0
00001185.tmp	Test1	6
00001185.tmp	Test2	5
00001185.tmp	Test3	4
00001185.tmp	Test4	3
00001186.tmp	Test0	0
00001186.tmp	Test1	0
00001186.tmp	Test2	0
00001186.tmp	Test3	0
00001186.tmp	Test4	0
00001187.tmp	Test0	0
00001187.tmp	Test1	0
00001187.tmp	Test2	0
00001187.tmp	Test3	0
00001187.tmp	Test4	0
00001188.tmp	Test0	0
00001188.tmp	Test1	0
00001188.tmp	Test2	0
00001188.tmp	Test3	0
00001188.tmp	Test4	0
00001189.tmp	Test0	0
00001189.tmp	Test1	5
00001189.tmp	Test2	10
00001189.tmp	Test3	15
00001189.tmp	Test4	20
00001190.tmp	Test0	0
00001190.tmp	Test1	17
00001190.tmp	Test2	15
00001190.tmp	Test3	13
00001190.tmp	Test4	11
00001191.tmp	Test0	0
00001191.tmp	Test1	0
00001191.tmp	Test2	0
00001191.tmp	Test3	0
00001191.tmp	Test4	0
00001192.tmp	Test0	0
00001192.tmp	Test1	13
00001192.tmp	Test2	8
00001192.tmp	Test3	3
00001192.tmp	Test4	16
00001193.tmp	Test0	0
00001193.tmp	Test1	9
00001193.tmp	Test2	18
00001193.tmp	Test3	3
00001193.tmp	Test4	12
00001194.tmp	Test0	0
00001194.tmp	Test1	1
00001194.tmp	Test2	2
00001194.tmp	Test3	3
00001194.tmp	Test4	4
00001195.tmp	Test0	0
00001195.tmp	Test1	26
00001195.tmp	Test2	24
00001195.tmp	Test3	22
00001195.tmp	Test4	20
00001196.tmp	Test0	0
00001196.tmp	Test1	15
00001196.tmp	Test2	12
00001196.tmp	Test3	9
00001196.tmp	Test4	6
00001197.tmp	Test0	0
00001197.tmp	Test1	4
00001197.tmp	Test2	8
00001197.tmp	Test3	3
00001197.tmp	Test4	7
00001198.tmp	Test0	0
00001198.tmp	Test1	22
00001198.tmp	Test2	21
00001198.tmp	Test3	20
00001198.tmp	Test4	19
00001199.tmp	Test0	0
00001199.tmp	Test1	5
00001199.tmp	Test2	10
