localfile	url	serverversion	size	downloaddate	lastmoddate
00001344.tmp	http://www.domain4.tl1/page3.html	SomeServer/2.0	10057	2008-06-01	2008-05-10
00001345.tmp	http://www.domain4.tl1/page4.html	SomeServer/2.0	13969	2008-06-01	2008-05-23
00001346.tmp	http://www.domain4.tl1/page5.html	SomeServer/2.0	8477	2008-06-01	2008-03-22
00001347.tmp	http://www.domain4.tl1/page6.html	SomeServer/2.0	14561	2008-06-01	2008-04-15
00001348.tmp	http://www.domain4.tl1/page7.html	SomeServer/2.0	1581	2008-06-01	2008-05-04
00001349.tmp	http://www.domain4.tl1/page8.html	SomeServer/2.0	808	2008-06-01	2008-05-09
00001350.tmp	http://www.domain4.tl1/page9.html	SomeServer/2.0	13527	2008-06-01	2008-04-04
00001351.tmp	http://www.domain0.tl2/page0.html	SomeServer/1.0	14207	2008-06-01	2008-05-23
00001352.tmp	http://www.domain0.tl2/page1.html	SomeServer/1.0	14753	2008-06-01	2007-12-14
00001353.tmp	http://www.domain0.tl2/page2.html	SomeServer/1.0	14318	2008-06-01	2008-03-17
00001354.tmp	http://www.domain0.tl2/page3.html	SomeServer/1.0	3429	2008-06-01	2008-05-19
00001355.tmp	http://www.domain0.tl2/page4.html	SomeServer/1.0	7695	2008-06-01	2008-05-25
00001356.tmp	http://www.domain0.tl2/page5.html	SomeServer/1.0	5554	2008-06-01	2008-05-21
00001357.tmp	http://www.domain0.tl2/page6.html	SomeServer/1.0	2650	2008-06-01	2008-04-18
00001358.tmp	http://www.domain0.tl2/page7.html	SomeServer/1.0	3823	2008-06-01	2008-04-18
00001359.tmp	http://www.domain0.tl2/page8.html	SomeServer/1.0	4194	2008-06-01	2008-05-12
00001360.tmp	http://www.domain0.tl2/page9.html	SomeServer/1.0	3244	2008-06-01	2008-05-26
00001361.tmp	http://www.domain1.tl2/page0.html	SomeServer/2.0	12489	2008-06-01	2008-04-10
00001362.tmp	http://www.domain1.tl2/page1.html	SomeServer/2.0	9297	2008-06-01	2008-03-10
00001363.tmp	http://www.domain1.tl2/page2.html	SomeServer/2.0	3528	2008-06-01	2008-05-24
00001364.tmp	http://www.domain1.tl2/page3.html	SomeServer/2.0	2629	2008-06-01	2008-03-18
00001365.tmp	http://www.domain1.tl2/page4.html	SomeServer/2.0	11796	2008-06-01	2008-04-05
00001366.tmp	http://www.domain1.tl2/page5.html	SomeServer/2.0	6469	2008-06-01	2008-05-18
00001367.tmp	http://www.domain1.tl2/page6.html	SomeServer/2.0	9894	2008-06-01	2008-01-26
00001368.tmp	http://www.domain1.tl2/page7.html	SomeServer/2.0	4016	2008-06-01	2008-02-07
00001369.tmp	http://www.domain1.tl2/page8.html	SomeServer/2.0	1874	2008-06-01	2008-03-12
00001370.tmp	http://www.domain1.tl2/page9.html	SomeServer/2.0	3066	2008-06-01	2008-05-07
00001371.tmp	http://www.domain2.tl2/page0.html	SuperServer/3.0	3706	2008-06-01	2008-05-11
00001372.tmp	http://www.domain2.tl2/page1.html	SuperServer/3.0	14969	2008-06-01	2008-05-22
00001373.tmp	http://www.domain2.tl2/page2.html	SuperServer/3.0	8167	2008-06-01	2007-12-24
00001374.tmp	http://www.domain2.tl2/page3.html	SuperServer/3.0	1447	2008-06-01	2008-05-23
00001375.tmp	http://www.domain2.tl2/page4.html	SuperServer/3.0	9174	2008-06-01	2008-01-06
00001376.tmp	http://www.domain2.tl2/page5.html	SuperServer/3.0	10540	2008-06-01	2008-04-10
00001377.tmp	http://www.domain2.tl2/page6.html	SuperServer/3.0	527	2008-06-01	2008-02-10
00001378.tmp	http://www.domain2.tl2/page7.html	SuperServer/3.0	7722	2008-06-01	2008-04-23
00001379.tmp	http://www.domain2.tl2/page8.html	SuperServer/3.0	12365	2008-06-01	2008-05-19
00001380.tmp	http://www.domain2.tl2/page9.html	SuperServer/3.0	2503	2008-06-01	2008-05-09
00001381.tmp	http://www.domain3.tl2/page0.html	SomeServer/1.0	4965	2008-06-01	2008-05-22
00001382.tmp	http://www.domain3.tl2/page1.html	SomeServer/1.0	2325	2008-06-01	2008-05-07
00001383.tmp	http://www.domain3.tl2/page2.html	SomeServer/1.0	13539	2008-06-01	2008-05-18
00001384.tmp	http://www.domain3.tl2/page3.html	SomeServer/1.0	13614	2008-06-01	2007-12-26
00001385.tmp	http://www.domain3.tl2/page4.html	SomeServer/1.0	6927	2008-06-01	2008-04-16
00001386.tmp	http://www.domain3.tl2/page5.html	SomeServer/1.0	12000	2008-06-01	2008-05-20
00001387.tmp	http://www.domain3.tl2/page6.html	SomeServer/1.0	7033	2008-06-01	2008-03-15
00001388.tmp	http://www.domain3.tl2/page7.html	SomeServer/1.0	1188	2008-06-01	2008-05-20
00001389.tmp	http://www.domain3.tl2/page8.html	SomeServer/1.0	5618	2008-06-01	2008-05-23
00001390.tmp	http://www.domain3.tl2/page9.html	SomeServer/1.0	7219	2008-06-01	2008-03-06
00001391.tmp	http://www.domain4.tl2/page0.html	SomeServer/2.0	14001	2008-06-01	2008-05-11
00001392.tmp	http://www.domain4.tl2/page1.html	SomeServer/2.0	9204	2008-06-01	2008-03-08
00001393.tmp	http://www.domain4.tl2/page2.html	SomeServer/2.0	5211	2008-06-01	2008-05-17
00001394.tmp	http://www.domain4.tl2/page3.html	SomeServer/2.0	14185	2008-06-01	2008-05-22
00001395.tmp	http://www.domain4.tl2/page4.html	SomeServer/2.0	10976	2008-06-01	2007-12-03
00001396.tmp	http://www.domain4.tl2/page5.html	SomeServer/2.0	12139	2008-06-01	2007-12-18
00001397.tmp	http://www.domain4.tl2/page6.html	SomeServer/2.0	13702	2008-06-01	2007-12-27
00001398.tmp	http://www.domain4.tl2/page7.html	SomeServer/2.0	12686	2008-06-01	2008-05-08
00001399.tmp	http://www.domain4.tl2/page8.html	SomeServer/2.0	2976	2008-06-01	2008-04-07
00001400.tmp	http://www.domain4.tl2/page9.html	SomeServer/2.0	9386	2008-06-01	2008-04-20
00001401.tmp	http://www.domain0.tl3/page0.html	SomeServer/1.0	484	2008-06-01	2008-04-28
00001402.tmp	http://www.domain0.tl3/page1.html	SomeServer/1.0	1982	2008-06-01	2007-12-26
00001403.tmp	http://www.domain0.tl3/page2.html	SomeServer/1.0	14263	2008-06-01	2008-05-06
00001404.tmp	http://www.domain0.tl3/page3.html	SomeServer/1.0	11618	2008-06-01	2008-05-16
00001405.tmp	http://www.domain0.tl3/page4.html	SomeServer/1.0	6407	2008-06-01	2008-05-18
00001406.tmp	http://www.domain0.tl3/page5.html	SomeServer/1.0	1637	2008-06-01	2008-01-10
00001407.tmp	http://www.domain0.tl3/page6.html	SomeServer/1.0	5220	2008-06-01	2008-02-03
00001408.tmp	http://www.domain0.tl3/page7.html	SomeServer/1.0	12649	2008-06-01	2008-05-14
00001409.tmp	http://www.domain0.tl3/page8.html	SomeServer/1.0	7457	2008-06-01	2008-05-13
00001410.tmp	http://www.domain0.tl3/page9.html	SomeServer/1.0	13818	2008-06-01	2008-05-26
00001411.tmp	http://www.domain1.tl3/page0.html	SomeServer/2.0	3302	2008-06-01	2008-05-10
00001412.tmp	http://www.domain1.tl3/page1.html	SomeServer/2.0	639	2008-06-01	2008-05-10
00001413.tmp	http://www.domain1.tl3/page2.html	SomeServer/2.0	3841	2008-06-01	2008-05-19
00001414.tmp	http://www.domain1.tl3/page3.html	SomeServer/2.0	13120	2008-06-01	2008-04-16
00001415.tmp	http://www.domain1.tl3/page4.html	SomeServer/2.0	4256	2008-06-01	2008-04-06
00001416.tmp	http://www.domain1.tl3/page5.html	SomeServer/2.0	11420	2008-06-01	2008-03-10
00001417.tmp	http://www.domain1.tl3/page6.html	SomeServer/2.0	5230	2008-06-01	2008-03-11
00001418.tmp	http://www.domain1.tl3/page7.html	SomeServer/2.0	3203	2008-06-01	2008-04-02
00001419.tmp	http://www.domain1.tl3/page8.html	SomeServer/2.0	12818	2008-06-01	2008-03-09
00001420.tmp	http://www.domain1.tl3/page9.html	SomeServer/2.0	8664	2008-06-01	2008-05-15
00001421.tmp	http://www.domain2.tl3/page0.html	SuperServer/3.0	5820	2008-06-01	2008-02-13
00001422.tmp	http://www.domain2.tl3/page1.html	SuperServer/3.0	10081	2008-06-01	2008-03-06
00001423.tmp	http://www.domain2.tl3/page2.html	SuperServer/3.0	5077	2008-06-01	2008-05-06
00001424.tmp	http://www.domain2.tl3/page3.html	SuperServer/3.0	13199	2008-06-01	2008-04-03
00001425.tmp	http://www.domain2.tl3/page4.html	SuperServer/3.0	14117	2008-06-01	2008-05-24
00001426.tmp	http://www.domain2.tl3/page5.html	SuperServer/3.0	4649	2008-06-01	2007-12-06
00001427.tmp	http://www.domain2.tl3/page6.html	SuperServer/3.0	5832	2008-06-01	2008-03-21
00001428.tmp	http://www.domain2.tl3/page7.html	SuperServer/3.0	689	2008-06-01	2008-05-17
00001429.tmp	http://www.domain2.tl3/page8.html	SuperServer/3.0	4823	2008-06-01	2008-05-16
00001430.tmp	http://www.domain2.tl3/page9.html	SuperServer/3.0	14365	2008-06-01	2008-04-26
00001431.tmp	http://www.domain3.tl3/page0.html	SomeServer/1.0	9717	2008-06-01	2008-02-05
00001432.tmp	http://www.domain3.tl3/page1.html	SomeServer/1.0	2941	2008-06-01	2008-04-16
00001433.tmp	http://www.domain3.tl3/page2.html	SomeServer/1.0	10551	2008-06-01	2008-05-05
00001434.tmp	http://www.domain3.tl3/page3.html	SomeServer/1.0	9603	2008-06-01	2008-03-20
00001435.tmp	http://www.domain3.tl3/page4.html	SomeServer/1.0	14139	2008-06-01	2008-03-07
00001436.tmp	http://www.domain3.tl3/page5.html	SomeServer/1.0	13342	2008-06-01	2008-04-02
00001437.tmp	http://www.domain3.tl3/page6.html	SomeServer/1.0	12597	2008-06-01	2008-04-03
00001438.tmp	http://www.domain3.tl3/page7.html	SomeServer/1.0	7853	2008-06-01	2008-05-02
00001439.tmp	http://www.domain3.tl3/page8.html	SomeServer/1.0	8538	2008-06-01	2008-04-23
00001440.tmp	http://www.domain3.tl3/page9.html	SomeServer/1.0	14552	2008-06-01	2008-04-19
00001441.tmp	http://www.domain4.tl3/page0.html	SomeServer/2.0	1045	2008-06-01	2008-04-11
00001442.tmp	http://www.domain4.tl3/page1.html	SomeServer/2.0	11215	2008-06-01	2008-05-23
00001443.tmp	http://www.domain4.tl3/page2.html	SomeServer/2.0	3221	2008-06-01	2008-05-23
00001444.tmp	http://www.domain4.tl3/page3.html	SomeServer/2.0	12715	2008-06-01	2008-04-13
00001445.tmp	http://www.domain4.tl3/page4.html	SomeServer/2.0	5402	2008-06-01	2008-04-28
00001446.tmp	http://www.domain4.tl3/page5.html	SomeServer/2.0	5721	2008-06-01	2008-04-18
00001447.tmp	http://www.domain4.tl3/page6.html	SomeServer/2.0	12244	2008-06-01	2007-12-09
00001448.tmp	http://www.domain4.tl3/page7.html	SomeServer/2.0	10294	2008-06-01	2008-05-19
00001449.tmp	http://www.domain4.tl3/page8.html	SomeServer/2.0	2227	2008-06-01	2008-03-11
00001450.tmp	http://www.domain4.tl3/page9.html	SomeServer/2.0	13129	2008-06-01	2008-02-15
00001451.tmp	http://www.domain0.tl4/page0.html	SomeServer/1.0	14985	2008-06-01	2008-05-11
00001452.tmp	http://www.domain0.tl4/page1.html	SomeServer/1.0	7355	2008-06-01	2008-05-07
00001453.tmp	http://www.domain0.tl4/page2.html	SomeServer/1.0	1425	2008-06-01	2008-05-23
00001454.tmp	http://www.domain0.tl4/page3.html	SomeServer/1.0	10184	2008-06-01	2008-04-09
00001455.tmp	http://www.domain0.tl4/page4.html	SomeServer/1.0	11726	2008-06-01	2008-05-08
00001456.tmp	http://www.domain0.tl4/page5.html	SomeServer/1.0	14806	2008-06-01	2008-05-15
00001457.tmp	http://www.domain0.tl4/page6.html	SomeServer/1.0	2922	2008-06-01	2008-03-23
00001458.tmp	http://www.domain0.tl4/page7.html	SomeServer/1.0	10210	2008-06-01	2008-05-07
00001459.tmp	http://www.domain0.tl4/page8.html	SomeServer/1.0	4300	2008-06-01	2008-05-09
00001460.tmp	http://www.domain0.tl4/page9.html	SomeServer/1.0	1685	2008-06-01	2007-12-12
00001461.tmp	http://www.domain1.tl4/page0.html	SomeServer/2.0	11365	2008-06-01	2008-05-20
00001462.tmp	http://www.domain1.tl4/page1.html	SomeServer/2.0	10039	2008-06-01	2008-03-05
00001463.tmp	http://www.domain1.tl4/page2.html	SomeServer/2.0	14680	2008-06-01	2008-02-03
00001464.tmp	http://www.domain1.tl4/page3.html	SomeServer/2.0	9974	2008-06-01	2008-04-07
00001465.tmp	http://www.domain1.tl4/page4.html	SomeServer/2.0	2639	2008-06-01	2008-04-12
00001466.tmp	http://www.domain1.tl4/page5.html	SomeServer/2.0	11683	2008-06-01	2008-04-14
00001467.tmp	http://www.domain1.tl4/page6.html	SomeServer/2.0	7134	2008-06-01	2008-04-19
00001468.tmp	http://www.domain1.tl4/page7.html	SomeServer/2.0	8484	2008-06-01	2008-04-17
00001469.tmp	http://www.domain1.tl4/page8.html	SomeServer/2.0	607	2008-06-01	2008-04-02
00001470.tmp	http://www.domain1.tl4/page9.html	SomeServer/2.0	907	2008-06-01	2008-03-24
00001471.tmp	http://www.domain2.tl4/page0.html	SuperServer/3.0	140	2008-06-01	2008-05-12
00001472.tmp	http://www.domain2.tl4/page1.html	SuperServer/3.0	9307	2008-06-01	2008-04-20
00001473.tmp	http://www.domain2.tl4/page2.html	SuperServer/3.0	9944	2008-06-01	2008-03-26
00001474.tmp	http://www.domain2.tl4/page3.html	SuperServer/3.0	1182	2008-06-01	2008-05-23
00001475.tmp	http://www.domain2.tl4/page4.html	SuperServer/3.0	9648	2008-06-01	2008-05-16
00001476.tmp	http://www.domain2.tl4/page5.html	SuperServer/3.0	3382	2008-06-01	2008-05-12
00001477.tmp	http://www.domain2.tl4/page6.html	SuperServer/3.0	5966	2008-06-01	2008-04-28
00001478.tmp	http://www.domain2.tl4/page7.html	SuperServer/3.0	3757	2008-06-01	2008-03-19
00001479.tmp	http://www.domain2.tl4/page8.html	SuperServer/3.0	737	2008-06-01	2007-12-09
00001480.tmp	http://www.domain2.tl4/page9.html	SuperServer/3.0	14486	2008-06-01	2008-05-24
00001481.tmp	http://www.domain3.tl4/page0.html	SomeServer/1.0	11446	2008-06-01	2008-02-07
00001482.tmp	http://www.domain3.tl4/page1.html	SomeServer/1.0	5997	2008-06-01	2008-05-13
00001483.tmp	http://www.domain3.tl4/page2.html	SomeServer/1.0	3409	2008-06-01	2008-04-27
00001484.tmp	http://www.domain3.tl4/page3.html	SomeServer/1.0	14572	2008-06-01	2008-04-13
00001485.tmp	http://www.domain3.tl4/page4.html	SomeServer/1.0	9118	2008-06-01	2008-04-21
00001486.tmp	http://www.domain3.tl4/page5.html	SomeServer/1.0	12798	2008-06-01	2008-05-19
00001487.tmp	http://www.domain3.tl4/page6.html	SomeServer/1.0	4151	2008-06-01	2008-04-11
00001488.tmp	http://www.domain3.tl4/page7.html	SomeServer/1.0	12330	2008-06-01	2008-05-08
00001489.tmp	http://www.domain3.tl4/page8.html	SomeServer/1.0	2513	2008-06-01	2008-04-13
00001490.tmp	http://www.domain3.tl4/page9.html	SomeServer/1.0	7681	2008-06-01	2008-04-15
00001491.tmp	http://www.domain4.tl4/page0.html	SomeServer/2.0	2292	2008-06-01	2008-05-19
00001492.tmp	http://www.domain4.tl4/page1.html	SomeServer/2.0	4355	2008-06-01	2008-04-11
00001493.tmp	http://www.domain4.tl4/page2.html	SomeServer/2.0	7554	2008-06-01	2008-05-07
00001494.tmp	http://www.domain4.tl4/page3.html	SomeServer/2.0	8103	2008-06-01	2008-05-02
00001495.tmp	http://www.domain4.tl4/page4.html	SomeServer/2.0	13004	2008-06-01	2008-03-11
00001496.tmp	http://www.domain4.tl4/page5.html	SomeServer/2.0	13307	2008-06-01	2008-04-21
00001497.tmp	http://www.domain4.tl4/page6.html	SomeServer/2.0	10390	2008-06-01	2008-01-19
00001498.tmp	http://www.domain4.tl4/page7.html	SomeServer/2.0	1755	2008-06-01	2008-03-19
00001499.tmp	http://www.domain4.tl4/page8.html	SomeServer/2.0	9167	2008-06-01	2008-05-12
00001500.tmp	http://www.domain4.tl4/page9.html	SomeServer/2.0	13677	2008-06-01	2008-03-08
